time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.94,118.168,0.000,0.269,0.1851,0.2075,0.000,4.489,-49.603
0.96,118.166,0.000,0.253,0.1820,0.2031,0.000,4.717,-48.988
0.98,118.170,0.000,0.238,0.1787,0.1985,0.000,4.951,-48.374
1.00,118.180,0.000,0.224,0.1752,0.1939,0.000,5.190,-47.763
1.02,118.198,0.000,0.211,0.1715,0.1891,0.000,5.435,-47.153
1.04,118.223,0.000,0.198,0.1677,0.1843,0.000,5.684,-46.545
1.06,118.256,0.000,0.187,0.1638,0.1794,0.000,5.939,-45.940
1.08,118.296,0.000,0.176,0.1599,0.1746,0.000,6.199,-45.336
1.10,118.343,0.000,0.165,0.1559,0.1697,0.000,6.464,-44.734
1.12,118.398,0.000,0.156,0.1518,0.1648,0.000,6.733,-44.134
1.14,118.459,0.074,0.148,0.1490,0.1600,0.000,7.007,-43.536
1.16,118.525,0.318,0.143,0.1488,0.1553,0.000,7.286,-42.939
1.18,118.594,0.569,0.141,0.1487,0.1509,0.000,7.569,-42.344
1.20,118.666,0.824,0.142,0.1487,0.1466,0.000,7.857,-41.751
1.22,118.742,1.078,0.147,0.1488,0.1427,0.000,8.149,-41.159
1.24,118.820,1.329,0.154,0.1488,0.1391,0.000,8.445,-40.569
1.26,118.900,1.573,0.163,0.1489,0.1359,0.000,8.746,-39.981
1.28,118.982,1.807,0.175,0.1491,0.1331,0.000,9.051,-39.395
1.30,119.066,2.028,0.189,0.1493,0.1307,0.000,9.360,-38.810
1.32,119.152,2.235,0.205,0.1496,0.1287,0.000,9.674,-38.227
1.34,119.238,2.424,0.222,0.1498,0.1272,0.000,9.991,-37.645
1.36,119.325,2.594,0.241,0.1501,0.1261,0.000,10.313,-37.065
1.38,119.412,2.744,0.260,0.1504,0.1255,0.000,10.638,-36.487
1.40,119.500,2.873,0.279,0.1508,0.1252,0.000,10.968,-35.911
1.42,119.587,2.979,0.299,0.1511,0.1254,0.000,11.302,-35.336
1.44,119.673,3.063,0.319,0.1514,0.1259,0.000,11.639,-34.764
1.46,119.760,3.124,0.338,0.1518,0.1268,0.000,11.981,-34.193
1.48,119.845,3.163,0.356,0.1521,0.1280,0.000,12.327,-33.623
1.50,119.929,3.180,0.374,0.1524,0.1294,0.000,12.677,-33.056
1.52,120.012,3.177,0.391,0.1527,0.1312,0.000,13.031,-32.491
1.54,120.093,3.154,0.406,0.1530,0.1331,0.000,13.389,-31.928
1.56,120.174,3.112,0.420,0.1533,0.1352,0.000,13.751,-31.367
1.58,120.252,3.054,0.432,0.1535,0.1374,0.000,14.117,-30.808
1.60,120.329,2.980,0.443,0.1537,0.1397,0.000,14.487,-30.251
1.62,120.404,2.894,0.452,0.1539,0.1421,0.000,14.861,-29.696
1.64,120.478,2.795,0.460,0.1540,0.1445,0.000,15.240,-29.144
1.66,120.549,2.688,0.465,0.1542,0.1469,0.000,15.622,-28.594
1.68,120.619,2.572,0.469,0.1543,0.1493,0.000,16.009,-28.047
1.70,120.687,2.451,0.472,0.1543,0.1516,0.000,16.400,-27.502
1.72,120.754,2.326,0.473,0.1544,0.1538,0.000,16.794,-26.959
1.74,120.818,2.199,0.472,0.1544,0.1558,0.000,17.194,-26.419
1.76,120.882,2.071,0.470,0.1544,0.1578,0.000,17.597,-25.882
1.78,120.944,1.946,0.466,0.1543,0.1596,0.000,18.004,-25.347
1.80,121.004,1.823,0.461,0.1543,0.1612,0.000,18.416,-24.815
1.82,121.063,1.705,0.456,0.1542,0.1626,0.000,18.831,-24.286
1.84,121.122,1.592,0.449,0.1541,0.1638,0.000,19.251,-23.760
1.86,121.179,1.486,0.441,0.1540,0.1649,0.000,19.675,-23.237
1.88,121.235,1.389,0.433,0.1539,0.1657,0.000,20.103,-22.717
1.90,121.291,1.300,0.424,0.1537,0.1664,0.000,20.535,-22.199
1.92,121.347,1.221,0.415,0.1536,0.1668,0.000,20.971,-21.685
1.94,121.402,1.151,0.406,0.1534,0.1670,0.000,21.411,-21.174
1.96,121.456,1.092,0.396,0.1533,0.1671,0.000,21.855,-20.666
1.98,121.511,1.044,0.386,0.1531,0.1669,0.000,22.304,-20.161
2.00,121.566,1.007,0.377,0.1530,0.1666,0.000,22.756,-19.659
2.02,121.622,0.980,0.367,0.1528,0.1661,0.000,23.212,-19.160
2.04,121.677,0.964,0.358,0.1527,0.1655,0.000,23.672,-18.664
2.06,121.733,0.958,0.350,0.1525,0.1647,0.000,24.136,-18.172
2.08,121.790,0.962,0.342,0.1524,0.1639,0.000,24.603,-17.683
2.10,121.847,0.975,0.334,0.1522,0.1629,0.000,25.075,-17.197
2.12,121.906,0.996,0.327,0.1521,0.1618,0.000,25.550,-16.714
2.14,121.964,1.026,0.321,0.1520,0.1607,0.000,26.029,-16.235
2.16,122.024,1.063,0.316,0.1519,0.1595,0.000,26.512,-15.759
2.18,122.085,1.106,0.311,0.1518,0.1583,0.000,26.999,-15.286
2.20,122.146,1.155,0.307,0.1518,0.1571,0.000,27.489,-14.817
2.22,122.208,1.208,0.304,0.1517,0.1559,0.000,27.982,-14.350
2.24,122.272,1.265,0.302,0.1517,0.1547,0.000,28.480,-13.888
2.26,122.336,1.325,0.301,0.1516,0.1535,0.000,28.981,-13.428
2.28,122.400,1.386,0.300,0.1516,0.1524,0.000,29.485,-12.972
2.30,122.466,1.448,0.301,0.1516,0.1514,0.000,29.993,-12.519
2.32,122.532,1.510,0.302,0.1516,0.1504,0.000,30.504,-12.069
2.34,122.599,1.571,0.303,0.1517,0.1495,0.000,31.019,-11.623
2.36,122.666,1.630,0.306,0.1517,0.1487,0.000,31.537,-11.181
2.38,122.734,1.687,0.308,0.1517,0.1480,0.000,32.059,-10.741
2.40,122.802,1.740,0.312,0.1518,0.1474,0.000,32.584,-10.305
2.42,122.871,1.790,0.316,0.1519,0.1470,0.000,33.112,-9.873
2.44,122.940,1.836,0.320,0.1519,0.1466,0.000,33.644,-9.444
2.46,123.009,1.877,0.324,0.1520,0.1463,0.000,34.179,-9.018
2.48,123.078,1.913,0.329,0.1521,0.1461,0.000,34.717,-8.596
2.50,123.147,1.943,0.333,0.1522,0.1460,0.000,35.258,-8.177
2.52,123.215,1.968,0.338,0.1523,0.1461,0.000,35.802,-7.762
2.54,123.284,1.988,0.343,0.1523,0.1462,0.000,36.350,-7.350
2.56,123.353,2.002,0.347,0.1524,0.1464,0.000,36.901,-6.942
2.58,123.421,2.010,0.352,0.1525,0.1467,0.000,37.455,-6.538
2.60,123.489,2.013,0.356,0.1526,0.1470,0.000,38.012,-6.137
2.62,123.557,2.011,0.360,0.1527,0.1475,0.000,38.572,-5.740
2.64,123.624,2.004,0.364,0.1527,0.1479,0.000,39.135,-5.346
2.66,123.691,1.993,0.367,0.1528,0.1485,0.000,39.701,-4.957
2.68,123.757,1.977,0.370,0.1529,0.1490,0.000,40.270,-4.571
2.70,123.823,1.957,0.373,0.1529,0.1496,0.000,40.842,-4.188
2.72,123.888,1.934,0.375,0.1530,0.1502,0.000,41.417,-3.810
2.74,123.953,1.908,0.377,0.1530,0.1508,0.000,41.995,-3.435
2.76,124.017,1.879,0.378,0.1531,0.1515,0.000,42.576,-3.064
2.78,124.081,1.848,0.379,0.1531,0.1521,0.000,43.159,-2.697
2.80,124.144,1.816,0.380,0.1531,0.1527,0.000,43.746,-2.334
2.82,124.206,1.783,0.380,0.1531,0.1532,0.000,44.335,-1.975
2.84,124.269,1.749,0.380,0.1531,0.1538,0.000,44.928,-1.620
2.86,124.330,1.715,0.379,0.1531,0.1543,0.000,45.523,-1.269
2.88,124.392,1.682,0.378,0.1531,0.1547,0.000,46.121,-0.922
2.90,124.453,1.649,0.377,0.1531,0.1552,0.000,46.721,-0.579
2.92,124.513,1.617,0.375,0.1531,0.1555,0.000,47.324,-0.240
2.94,124.573,1.587,0.374,0.1531,0.1559,0.000,47.930,0.095
2.96,124.633,1.559,0.371,0.1530,0.1561,0.000,48.539,0.425
2.98,124.693,1.532,0.369,0.1530,0.1564,0.000,49.150,0.752
3.00,124.752,1.508,0.367,0.1530,0.1565,0.000,49.763,1.074
3.02,124.812,1.486,0.364,0.1529,0.1567,0.000,50.380,1.393
3.04,124.871,1.467,0.362,0.1529,0.1567,0.000,50.998,1.707
3.06,124.930,1.451,0.359,0.1529,0.1567,0.000,51.620,2.016
3.08,124.989,1.437,0.356,0.1528,0.1567,0.000,52.243,2.322
3.10,125.048,1.427,0.354,0.1528,0.1566,0.000,52.870,2.623
3.12,125.107,1.419,0.351,0.1527,0.1565,0.000,53.498,2.920
3.14,125.166,1.414,0.349,0.1527,0.1563,0.000,54.129,3.213
3.16,125.225,1.411,0.346,0.1527,0.1561,0.000,54.762,3.501
3.18,125.285,1.411,0.344,0.1526,0.1559,0.000,55.398,3.785
3.20,125.344,1.414,0.342,0.1526,0.1557,0.000,56.036,4.065
3.22,125.403,1.418,0.340,0.1526,0.1554,0.000,56.676,4.340
3.24,125.463,1.425,0.338,0.1525,0.1551,0.000,57.318,4.611
3.26,125.523,1.434,0.337,0.1525,0.1548,0.000,57.963,4.877
3.28,125.583,1.444,0.336,0.1525,0.1545,0.000,58.610,5.140
3.30,125.643,1.456,0.335,0.1525,0.1542,0.000,59.258,5.397
3.32,125.703,1.469,0.334,0.1525,0.1539,0.000,59.909,5.651
3.34,125.764,1.482,0.333,0.1524,0.1536,0.000,60.562,5.900
3.36,125.824,1.497,0.333,0.1524,0.1533,0.000,61.217,6.145
3.38,125.885,1.512,0.332,0.1524,0.1530,0.000,61.874,6.385
3.40,125.946,1.527,0.332,0.1524,0.1527,0.000,62.533,6.620
3.42,126.007,1.542,0.332,0.1524,0.1525,0.000,63.194,6.852
3.44,126.068,1.556,0.333,0.1525,0.1522,0.000,63.857,7.079
3.46,126.130,1.571,0.333,0.1525,0.1520,0.000,64.521,7.301
3.48,126.191,1.584,0.334,0.1525,0.1518,0.000,65.188,7.519
3.50,126.252,1.597,0.335,0.1525,0.1517,0.000,65.856,7.732
3.52,126.314,1.609,0.336,0.1525,0.1516,0.000,66.526,7.941
3.54,126.375,1.619,0.337,0.1525,0.1515,0.000,67.198,8.146
3.56,126.437,1.629,0.338,0.1526,0.1514,0.000,67.872,8.346
3.58,126.498,1.637,0.339,0.1526,0.1514,0.000,68.547,8.541
3.60,126.559,1.644,0.340,0.1526,0.1513,0.000,69.224,8.732
3.62,126.621,1.649,0.341,0.1526,0.1513,0.000,69.902,8.918
3.64,126.682,1.653,0.342,0.1527,0.1514,0.000,70.582,9.100
3.66,126.743,1.656,0.343,0.1527,0.1514,0.000,71.264,9.277
3.68,126.804,1.657,0.344,0.1527,0.1515,0.000,71.947,9.449
3.70,126.865,1.656,0.345,0.1527,0.1516,0.000,72.632,9.617
3.72,126.925,1.654,0.346,0.1527,0.1517,0.000,73.318,9.781
3.74,126.986,1.651,0.347,0.1528,0.1518,0.000,74.005,9.940
3.76,127.046,1.647,0.348,0.1528,0.1520,0.000,74.694,10.094
3.78,127.107,1.642,0.348,0.1528,0.1521,0.000,75.384,10.243
3.80,127.167,1.635,0.349,0.1528,0.1523,0.000,76.076,10.388
3.82,127.226,1.628,0.349,0.1528,0.1524,0.000,76.769,10.528
3.84,127.286,1.620,0.350,0.1528,0.1526,0.000,77.463,10.664
3.86,127.346,1.612,0.350,0.1529,0.1528,0.000,78.159,10.794
3.88,127.405,1.602,0.350,0.1529,0.1529,0.000,78.855,10.920
3.90,127.464,1.593,0.350,0.1529,0.1531,0.000,79.553,11.042
3.92,127.523,1.583,0.350,0.1529,0.1532,0.000,80.252,11.158
3.94,127.581,1.573,0.350,0.1529,0.1534,0.000,80.952,11.270
3.96,127.640,1.563,0.350,0.1529,0.1535,0.000,81.653,11.378
3.98,127.698,1.553,0.349,0.1529,0.1537,0.000,82.355,11.480
4.00,127.757,1.543,0.349,0.1529,0.1538,0.000,83.058,11.578
