time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
1.54,63.235,8.832,0.791,0.1974,0.1728,0.000,12.849,-59.111
1.56,63.299,8.869,0.800,0.1976,0.1736,0.000,13.177,-58.982
1.58,63.362,8.894,0.808,0.1977,0.1745,0.000,13.507,-58.858
1.60,63.425,8.908,0.816,0.1979,0.1754,0.000,13.839,-58.739
1.62,63.487,8.912,0.823,0.1981,0.1765,0.000,14.173,-58.626
1.64,63.548,8.907,0.830,0.1982,0.1776,0.000,14.509,-58.517
1.66,63.608,8.892,0.835,0.1983,0.1787,0.000,14.847,-58.414
1.68,63.667,8.869,0.840,0.1984,0.1799,0.000,15.188,-58.316
1.70,63.726,8.838,0.845,0.1986,0.1810,0.000,15.530,-58.224
1.72,63.783,8.801,0.848,0.1987,0.1822,0.000,15.874,-58.137
1.74,63.840,8.759,0.851,0.1987,0.1833,0.000,16.219,-58.055
1.76,63.895,8.711,0.854,0.1988,0.1844,0.000,16.566,-57.979
1.78,63.950,8.659,0.855,0.1989,0.1854,0.000,16.915,-57.908
1.80,64.005,8.603,0.856,0.1989,0.1864,0.000,17.265,-57.843
1.82,64.058,8.545,0.857,0.1990,0.1874,0.000,17.616,-57.784
1.84,64.111,8.485,0.857,0.1990,0.1883,0.000,17.968,-57.730
1.86,64.163,8.424,0.856,0.1990,0.1891,0.000,18.322,-57.682
1.88,64.214,8.362,0.855,0.1990,0.1898,0.000,18.676,-57.639
