time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.94,114.765,0.000,0.554,0.3283,0.3737,0.000,4.874,-50.000
0.96,114.585,0.000,0.534,0.3300,0.3739,0.000,5.113,-49.410
0.98,114.404,0.000,0.514,0.3313,0.3736,0.000,5.357,-48.822
1.00,114.222,0.000,0.494,0.3322,0.3729,0.000,5.607,-48.239
1.02,114.039,0.000,0.474,0.3327,0.3718,0.000,5.862,-47.658
1.04,113.856,0.000,0.454,0.3328,0.3703,0.000,6.122,-47.081
1.06,113.674,0.000,0.434,0.3325,0.3684,0.000,6.387,-46.508
1.08,113.493,0.000,0.414,0.3318,0.3661,0.000,6.658,-45.938
1.10,113.314,0.000,0.394,0.3306,0.3635,0.000,6.934,-45.371
1.12,113.136,0.000,0.375,0.3291,0.3604,0.000,7.214,-44.809
1.14,112.960,0.000,0.355,0.3272,0.3569,0.000,7.500,-44.250
1.16,112.787,0.000,0.335,0.3248,0.3530,0.000,7.791,-43.694
1.18,112.617,0.000,0.316,0.3221,0.3487,0.000,8.087,-43.143
1.20,112.451,0.000,0.296,0.3190,0.3440,0.000,8.389,-42.595
1.22,112.289,0.000,0.277,0.3155,0.3389,0.000,8.695,-42.052
1.24,112.131,0.000,0.257,0.3116,0.3334,0.000,9.006,-41.512
1.26,111.979,0.000,0.238,0.3072,0.3275,0.000,9.322,-40.976
1.28,111.832,0.000,0.218,0.3025,0.3212,0.000,9.643,-40.443
1.30,111.690,0.000,0.199,0.2974,0.3145,0.000,9.969,-39.915
1.32,111.556,0.000,0.180,0.2920,0.3074,0.000,10.299,-39.391
1.34,111.428,0.000,0.160,0.2861,0.2999,0.000,10.635,-38.871
1.36,111.307,0.000,0.141,0.2798,0.2921,0.000,10.976,-38.354
1.38,111.194,0.000,0.122,0.2732,0.2838,0.000,11.321,-37.842
1.40,111.090,0.000,0.103,0.2662,0.2751,0.000,11.671,-37.334
1.42,110.994,0.000,0.084,0.2588,0.2661,0.000,12.027,-36.830
1.44,110.908,0.000,0.065,0.2510,0.2567,0.000,12.386,-36.330
1.46,110.833,0.000,0.046,0.2428,0.2469,0.000,12.751,-35.833
1.48,110.768,0.000,0.027,0.2343,0.2368,0.000,13.121,-35.341
1.50,110.717,0.000,0.011,0.2254,0.2264,0.000,13.495,-34.853
1.52,110.679,0.000,-0.004,0.2163,0.2160,0.000,13.874,-34.369
1.54,110.656,0.000,-0.015,0.2069,0.2056,0.000,14.258,-33.889
1.56,110.647,0.000,-0.023,0.1974,0.1954,0.000,14.646,-33.413
1.58,110.651,0.370,-0.026,0.1941,0.1855,0.000,15.039,-32.940
1.60,110.663,0.936,-0.023,0.1940,0.1761,0.000,15.437,-32.471
1.62,110.683,1.502,-0.015,0.1941,0.1673,0.000,15.838,-32.005
1.64,110.710,2.063,-0.001,0.1943,0.1593,0.000,16.244,-31.543
1.66,110.744,2.611,0.019,0.1946,0.1520,0.000,16.654,-31.085
1.68,110.783,3.140,0.043,0.1950,0.1456,0.000,17.069,-30.629
1.70,110.826,3.644,0.072,0.1954,0.1401,0.000,17.487,-30.177
1.72,110.873,4.118,0.104,0.1960,0.1355,0.000,17.909,-29.729
1.74,110.922,4.557,0.140,0.1966,0.1318,0.000,18.335,-29.283
1.76,110.973,4.957,0.178,0.1972,0.1291,0.000,18.764,-28.841
1.78,111.025,5.315,0.219,0.1979,0.1273,0.000,19.198,-28.402
1.80,111.078,5.628,0.260,0.1986,0.1264,0.000,19.635,-27.966
1.82,111.130,5.894,0.302,0.1993,0.1264,0.000,20.076,-27.534
1.84,111.182,6.113,0.344,0.2000,0.1271,0.000,20.520,-27.104
1.86,111.232,6.283,0.385,0.2008,0.1287,0.000,20.968,-26.679
1.88,111.281,6.406,0.425,0.2015,0.1308,0.000,21.419,-26.256
1.90,111.327,6.482,0.463,0.2022,0.1336,0.000,21.875,-25.837
1.92,111.372,6.513,0.499,0.2028,0.1370,0.000,22.333,-25.422
1.94,111.413,6.502,0.533,0.2034,0.1408,0.000,22.796,-25.010
1.96,111.452,6.450,0.564,0.2040,0.1450,0.000,23.262,-24.602
1.98,111.487,6.360,0.592,0.2045,0.1494,0.000,23.731,-24.197
2.00,111.519,6.237,0.616,0.2050,0.1542,0.000,24.204,-23.797
2.02,111.548,6.084,0.638,0.2054,0.1591,0.000,24.681,-23.400
2.04,111.573,5.903,0.656,0.2058,0.1640,0.000,25.161,-23.008
2.06,111.594,5.700,0.671,0.2061,0.1690,0.000,25.645,-22.620
2.08,111.612,5.478,0.682,0.2064,0.1740,0.000,26.132,-22.236
2.10,111.625,5.240,0.690,0.2065,0.1789,0.000,26.623,-21.856
2.12,111.635,4.991,0.695,0.2067,0.1837,0.000,27.117,-21.481
2.14,111.641,4.734,0.697,0.2068,0.1883,0.000,27.615,-21.111
2.16,111.644,4.473,0.697,0.2068,0.1927,0.000,28.116,-20.745
2.18,111.644,4.210,0.694,0.2068,0.1968,0.000,28.621,-20.384
2.20,111.640,3.949,0.689,0.2068,0.2007,0.000,29.129,-20.028
2.22,111.633,3.692,0.681,0.2067,0.2043,0.000,29.641,-19.677
2.24,111.624,3.442,0.672,0.2065,0.2076,0.000,30.156,-19.331
2.26,111.612,3.202,0.661,0.2064,0.2105,0.000,30.674,-18.990
2.28,111.597,2.973,0.649,0.2062,0.2131,0.000,31.196,-18.654
2.30,111.581,2.757,0.636,0.2060,0.2154,0.000,31.720,-18.323
2.32,111.563,2.555,0.623,0.2058,0.2174,0.000,32.248,-17.997
2.34,111.544,2.369,0.608,0.2055,0.2190,0.000,32.779,-17.677
2.36,111.524,2.198,0.594,0.2053,0.2203,0.000,33.313,-17.362
2.38,111.502,2.045,0.578,0.2051,0.2213,0.000,33.850,-17.053
2.40,111.481,1.908,0.563,0.2048,0.2220,0.000,34.390,-16.748
2.42,111.459,1.789,0.547,0.2045,0.2224,0.000,34.932,-16.450
2.44,111.436,1.689,0.531,0.2042,0.2224,0.000,35.478,-16.156
2.46,111.414,1.606,0.515,0.2040,0.2222,0.000,36.026,-15.868
2.48,111.393,1.541,0.500,0.2037,0.2216,0.000,36.577,-15.586
2.50,111.372,1.495,0.484,0.2034,0.2207,0.000,37.131,-15.309
2.52,111.352,1.467,0.469,0.2031,0.2196,0.000,37.687,-15.038
2.54,111.332,1.457,0.454,0.2029,0.2182,0.000,38.246,-14.772
2.56,111.314,1.464,0.439,0.2026,0.2165,0.000,38.807,-14.512
2.58,111.298,1.489,0.425,0.2023,0.2146,0.000,39.371,-14.258
2.60,111.282,1.530,0.411,0.2021,0.2125,0.000,39.937,-14.009
2.62,111.269,1.587,0.398,0.2018,0.2101,0.000,40.506,-13.765
2.64,111.257,1.660,0.387,0.2016,0.2077,0.000,41.077,-13.528
2.66,111.248,1.746,0.376,0.2014,0.2051,0.000,41.650,-13.296
2.68,111.240,1.846,0.367,0.2012,0.2024,0.000,42.225,-13.069
2.70,111.235,1.957,0.360,0.2011,0.1998,0.000,42.802,-12.848
2.72,111.231,2.077,0.353,0.2009,0.1970,0.000,43.381,-12.633
2.74,111.231,2.206,0.349,0.2008,0.1944,0.000,43.963,-12.423
2.76,111.232,2.341,0.346,0.2008,0.1917,0.000,44.546,-12.218
2.78,111.236,2.480,0.344,0.2007,0.1892,0.000,45.132,-12.020
2.80,111.241,2.622,0.344,0.2007,0.1867,0.000,45.719,-11.826
2.82,111.249,2.766,0.345,0.2007,0.1844,0.000,46.308,-11.638
2.84,111.258,2.909,0.348,0.2007,0.1823,0.000,46.898,-11.456
2.86,111.269,3.049,0.352,0.2008,0.1803,0.000,47.491,-11.279
2.88,111.282,3.186,0.357,0.2008,0.1785,0.000,48.085,-11.107
2.90,111.296,3.318,0.363,0.2009,0.1769,0.000,48.681,-10.941
2.92,111.311,3.444,0.370,0.2010,0.1756,0.000,49.278,-10.781
2.94,111.327,3.562,0.378,0.2012,0.1744,0.000,49.877,-10.625
2.96,111.344,3.671,0.387,0.2013,0.1735,0.000,50.477,-10.476
2.98,111.362,3.770,0.396,0.2015,0.1728,0.000,51.079,-10.331
3.00,111.380,3.859,0.406,0.2016,0.1723,0.000,51.682,-10.192
3.02,111.398,3.937,0.416,0.2018,0.1720,0.000,52.287,-10.059
3.04,111.417,4.004,0.426,0.2020,0.1720,0.000,52.893,-9.931
3.06,111.435,4.059,0.436,0.2022,0.1721,0.000,53.500,-9.808
3.08,111.453,4.103,0.447,0.2023,0.1724,0.000,54.108,-9.691
3.10,111.470,4.134,0.456,0.2025,0.1729,0.000,54.717,-9.579
3.12,111.488,4.155,0.466,0.2027,0.1736,0.000,55.328,-9.473
3.14,111.504,4.164,0.475,0.2028,0.1744,0.000,55.939,-9.372
3.16,111.520,4.162,0.483,0.2030,0.1753,0.000,56.551,-9.277
