time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.94,108.193,32.000,0.201,0.7894,0.2645,0.000,4.480,-50.571
0.96,107.870,32.000,0.169,0.7851,0.2575,0.000,4.692,-50.010
0.98,107.553,32.000,0.137,0.7802,0.2499,0.000,4.909,-49.453
1.00,107.242,32.000,0.106,0.7746,0.2415,0.000,5.129,-48.900
1.02,106.939,32.000,0.074,0.7684,0.2326,0.000,5.355,-48.350
1.04,106.644,32.000,0.044,0.7615,0.2231,0.000,5.584,-47.804
1.06,106.360,32.000,0.017,0.7541,0.2133,0.000,5.818,-47.261
1.08,106.086,32.000,-0.008,0.7461,0.2031,0.000,6.057,-46.722
1.10,105.823,32.000,-0.028,0.7376,0.1928,0.000,6.300,-46.187
1.12,105.572,32.000,-0.043,0.7288,0.1827,0.000,6.547,-45.655
1.14,105.332,32.000,-0.052,0.7197,0.1728,0.000,6.797,-45.126
1.16,105.105,32.000,-0.054,0.7104,0.1634,0.000,7.052,-44.601
1.18,104.889,32.000,-0.051,0.7011,0.1544,0.000,7.311,-44.079
1.20,104.685,32.000,-0.042,0.6918,0.1460,0.000,7.574,-43.560
1.22,104.491,32.000,-0.028,0.6828,0.1384,0.000,7.840,-43.044
1.24,104.307,32.000,-0.008,0.6740,0.1315,0.000,8.109,-42.531
1.26,104.132,32.000,0.016,0.6656,0.1255,0.000,8.383,-42.021
1.28,103.966,32.000,0.044,0.6577,0.1204,0.000,8.659,-41.514
1.30,103.806,32.000,0.076,0.6503,0.1161,0.000,8.939,-41.010
1.32,103.652,32.000,0.111,0.6435,0.1127,0.000,9.222,-40.509
1.34,103.504,32.000,0.148,0.6374,0.1103,0.000,9.509,-40.010
1.36,103.360,32.000,0.187,0.6320,0.1087,0.000,9.798,-39.514
1.38,103.219,32.000,0.227,0.6274,0.1079,0.000,10.091,-39.021
1.40,103.081,32.000,0.267,0.6235,0.1080,0.000,10.387,-38.531
1.42,102.945,32.000,0.307,0.6203,0.1088,0.000,10.686,-38.043
1.44,102.810,32.000,0.347,0.6179,0.1103,0.000,10.989,-37.558
1.46,102.675,32.000,0.385,0.6163,0.1124,0.000,11.294,-37.076
1.48,102.540,32.000,0.422,0.6153,0.1151,0.000,11.603,-36.597
1.50,102.405,32.000,0.456,0.6151,0.1182,0.000,11.915,-36.121
1.52,102.268,32.000,0.488,0.6155,0.1218,0.000,12.230,-35.648
1.54,102.129,32.000,0.518,0.6164,0.1257,0.000,12.548,-35.179
1.56,101.988,32.000,0.544,0.6180,0.1299,0.000,12.869,-34.712
1.58,101.844,32.000,0.567,0.6200,0.1343,0.000,13.194,-34.248
1.60,101.696,32.000,0.588,0.6224,0.1387,0.000,13.522,-33.788
1.62,101.546,32.000,0.605,0.6252,0.1433,0.000,13.853,-33.331
1.64,101.392,32.000,0.618,0.6283,0.1478,0.000,14.188,-32.878
1.66,101.233,32.000,0.629,0.6316,0.1523,0.000,14.526,-32.428
1.68,101.071,32.000,0.637,0.6352,0.1566,0.000,14.867,-31.982
1.70,100.905,32.000,0.641,0.6388,0.1608,0.000,15.212,-31.539
1.72,100.734,32.000,0.643,0.6425,0.1648,0.000,15.560,-31.101
1.74,100.559,32.000,0.643,0.6462,0.1686,0.000,15.911,-30.666
1.76,100.380,32.000,0.640,0.6499,0.1721,0.000,16.266,-30.235
1.78,100.197,32.000,0.635,0.6536,0.1753,0.000,16.624,-29.809
1.80,100.010,32.000,0.628,0.6570,0.1782,0.000,16.985,-29.386
1.82,99.819,32.000,0.619,0.6604,0.1808,0.000,17.349,-28.968
1.84,99.625,32.000,0.609,0.6635,0.1831,0.000,17.717,-28.554
1.86,99.428,32.000,0.598,0.6664,0.1850,0.000,18.088,-28.144
1.88,99.228,32.000,0.586,0.6691,0.1866,0.000,18.462,-27.738
1.90,99.026,32.000,0.573,0.6716,0.1879,0.000,18.839,-27.337
1.92,98.821,32.000,0.559,0.6737,0.1888,0.000,19.219,-26.941
1.94,98.615,32.000,0.545,0.6756,0.1894,0.000,19.602,-26.549
1.96,98.408,32.000,0.530,0.6772,0.1896,0.000,19.988,-26.161
1.98,98.200,32.000,0.516,0.6784,0.1896,0.000,20.377,-25.778
2.00,97.991,32.000,0.501,0.6794,0.1892,0.000,20.769,-25.400
2.02,97.782,32.000,0.487,0.6801,0.1886,0.000,21.163,-25.026
2.04,97.573,32.000,0.474,0.6805,0.1878,0.000,21.561,-24.657
2.06,97.364,32.000,0.460,0.6806,0.1867,0.000,21.961,-24.293
2.08,97.156,32.000,0.448,0.6804,0.1854,0.000,22.363,-23.933
2.10,96.950,32.000,0.436,0.6800,0.1839,0.000,22.769,-23.578
2.12,96.744,32.000,0.425,0.6794,0.1823,0.000,23.177,-23.228
2.14,96.541,32.000,0.415,0.6785,0.1805,0.000,23.587,-22.882
2.16,96.339,32.000,0.407,0.6774,0.1787,0.000,24.000,-22.541
2.18,96.139,32.000,0.399,0.6761,0.1767,0.000,24.415,-22.205
2.20,95.941,32.000,0.393,0.6746,0.1748,0.000,24.833,-21.874
2.22,95.746,32.000,0.387,0.6731,0.1728,0.000,25.252,-21.547
2.24,95.552,32.000,0.383,0.6714,0.1708,0.000,25.675,-21.225
2.26,95.362,32.000,0.380,0.6696,0.1688,0.000,26.099,-20.907
2.28,95.173,32.000,0.379,0.6677,0.1669,0.000,26.525,-20.594
2.30,94.987,32.000,0.378,0.6658,0.1651,0.000,26.954,-20.286
2.32,94.804,32.000,0.379,0.6639,0.1634,0.000,27.385,-19.982
2.34,94.622,32.000,0.381,0.6620,0.1618,0.000,27.817,-19.684
2.36,94.443,32.000,0.384,0.6600,0.1603,0.000,28.252,-19.389
2.38,94.266,32.000,0.388,0.6582,0.1589,0.000,28.688,-19.100
2.40,94.091,32.000,0.392,0.6564,0.1577,0.000,29.127,-18.815
2.42,93.918,32.000,0.398,0.6546,0.1567,0.000,29.567,-18.534
2.44,93.746,32.000,0.404,0.6530,0.1558,0.000,30.009,-18.259
2.46,93.576,32.000,0.410,0.6514,0.1551,0.000,30.453,-17.988
2.48,93.408,32.000,0.417,0.6500,0.1545,0.000,30.898,-17.721
2.50,93.240,32.000,0.425,0.6487,0.1541,0.000,31.345,-17.459
2.52,93.074,32.000,0.432,0.6475,0.1538,0.000,31.794,-17.202
2.54,92.909,32.000,0.440,0.6464,0.1537,0.000,32.244,-16.950
2.56,92.744,32.000,0.448,0.6455,0.1537,0.000,32.696,-16.702
2.58,92.580,32.000,0.456,0.6447,0.1539,0.000,33.150,-16.459
2.60,92.417,32.000,0.463,0.6440,0.1541,0.000,33.605,-16.220
2.62,92.253,32.000,0.471,0.6435,0.1545,0.000,34.061,-15.986
2.64,92.090,32.000,0.478,0.6431,0.1550,0.000,34.519,-15.757
2.66,91.927,32.000,0.485,0.6428,0.1556,0.000,34.978,-15.533
2.68,91.764,32.000,0.491,0.6426,0.1562,0.000,35.438,-15.314
2.70,91.601,32.000,0.497,0.6425,0.1569,0.000,35.900,-15.099
2.72,91.437,32.000,0.503,0.6425,0.1576,0.000,36.363,-14.889
2.74,91.273,32.000,0.508,0.6426,0.1584,0.000,36.827,-14.684
2.76,91.109,32.000,0.512,0.6428,0.1592,0.000,37.292,-14.484
2.78,90.944,32.000,0.516,0.6431,0.1600,0.000,37.758,-14.289
2.80,90.778,32.000,0.520,0.6434,0.1608,0.000,38.225,-14.099
2.82,90.612,32.000,0.523,0.6438,0.1616,0.000,38.694,-13.913
2.84,90.446,32.000,0.525,0.6441,0.1624,0.000,39.163,-13.733
2.86,90.279,32.000,0.527,0.6446,0.1632,0.000,39.633,-13.558
2.88,90.111,32.000,0.528,0.6450,0.1639,0.000,40.104,-13.387
2.90,89.943,32.000,0.529,0.6454,0.1646,0.000,40.576,-13.222
2.92,89.774,32.000,0.530,0.6459,0.1652,0.000,41.048,-13.061
2.94,89.605,32.000,0.530,0.6463,0.1658,0.000,41.521,-12.906
2.96,89.435,32.000,0.530,0.6467,0.1663,0.000,41.995,-12.756
2.98,89.265,32.000,0.529,0.6471,0.1668,0.000,42.470,-12.611
3.00,89.094,32.000,0.528,0.6475,0.1672,0.000,42.944,-12.471
3.02,88.923,32.000,0.527,0.6478,0.1676,0.000,43.420,-12.336
3.04,88.752,32.000,0.526,0.6481,0.1679,0.000,43.896,-12.206
3.06,88.580,32.000,0.525,0.6483,0.1681,0.000,44.372,-12.081
3.08,88.409,32.000,0.523,0.6485,0.1682,0.000,44.849,-11.961
3.10,88.237,32.000,0.521,0.6487,0.1684,0.000,45.326,-11.847
3.12,88.065,32.000,0.520,0.6488,0.1684,0.000,45.803,-11.738
3.14,87.893,32.000,0.518,0.6488,0.1684,0.000,46.280,-11.633
3.16,87.722,32.000,0.516,0.6488,0.1683,0.000,46.757,-11.534
3.18,87.550,32.000,0.515,0.6487,0.1682,0.000,47.235,-11.440
3.20,87.379,32.000,0.513,0.6486,0.1681,0.000,47.712,-11.351
3.22,87.208,32.000,0.512,0.6485,0.1679,0.000,48.190,-11.268
3.24,87.038,32.000,0.510,0.6482,0.1677,0.000,48.667,-11.189
3.26,86.867,32.000,0.509,0.6480,0.1675,0.000,49.144,-11.116
3.28,86.697,32.000,0.508,0.6477,0.1672,0.000,49.621,-11.047
