time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
1.54,52.847,32.000,0.882,0.5271,0.1633,0.000,11.287,-60.086
1.56,52.749,32.000,0.888,0.5266,0.1643,0.000,11.558,-59.974
1.58,52.650,32.000,0.893,0.5263,0.1653,0.000,11.831,-59.867
1.60,52.551,32.000,0.898,0.5260,0.1662,0.000,12.105,-59.765
1.62,52.451,32.000,0.902,0.5258,0.1671,0.000,12.380,-59.667
1.64,52.351,32.000,0.905,0.5257,0.1680,0.000,12.656,-59.575
1.66,52.251,32.000,0.908,0.5255,0.1688,0.000,12.933,-59.488
1.68,52.150,32.000,0.911,0.5255,0.1695,0.000,13.211,-59.406
1.70,52.049,32.000,0.913,0.5254,0.1702,0.000,13.490,-59.330
1.72,51.947,32.000,0.915,0.5253,0.1709,0.000,13.770,-59.258
1.74,51.846,32.000,0.916,0.5252,0.1714,0.000,14.051,-59.192
1.76,51.744,32.000,0.917,0.5251,0.1719,0.000,14.332,-59.130
1.78,51.641,32.000,0.918,0.5251,0.1724,0.000,14.614,-59.074
1.80,51.539,32.000,0.919,0.5249,0.1727,0.000,14.896,-59.024
1.82,51.436,32.000,0.919,0.5248,0.1730,0.000,15.178,-58.978
1.84,51.333,32.000,0.919,0.5246,0.1733,0.000,15.461,-58.938
1.86,51.231,32.000,0.919,0.5244,0.1735,0.000,15.743,-58.903
1.88,51.128,32.000,0.919,0.5242,0.1737,0.000,16.026,-58.873
1.90,51.025,32.000,0.919,0.5239,0.1738,0.000,16.309,-58.849
