time,speedKph,steeringDeg,yawRadSec,frontSlip,rearSlip,drift,x,z
0.94,113.748,0.000,0.590,0.3419,0.3904,0.000,4.863,-50.141
0.96,113.554,0.000,0.570,0.3442,0.3911,0.000,5.101,-49.556
0.98,113.357,0.000,0.550,0.3462,0.3915,0.000,5.344,-48.975
1.00,113.160,0.000,0.529,0.3477,0.3914,0.000,5.593,-48.397
1.02,112.960,0.000,0.509,0.3488,0.3909,0.000,5.847,-47.822
1.04,112.761,0.000,0.489,0.3495,0.3901,0.000,6.106,-47.251
1.06,112.561,0.000,0.469,0.3498,0.3888,0.000,6.370,-46.684
1.08,112.361,0.000,0.449,0.3497,0.3871,0.000,6.639,-46.121
1.10,112.162,0.000,0.429,0.3492,0.3850,0.000,6.913,-45.561
1.12,111.964,0.000,0.409,0.3483,0.3825,0.000,7.193,-45.005
1.14,111.768,0.000,0.389,0.3469,0.3796,0.000,7.477,-44.452
1.16,111.574,0.000,0.369,0.3452,0.3763,0.000,7.767,-43.904
1.18,111.382,0.000,0.350,0.3430,0.3725,0.000,8.061,-43.359
1.20,111.193,0.000,0.330,0.3405,0.3684,0.000,8.361,-42.818
1.22,111.008,0.000,0.310,0.3376,0.3639,0.000,8.665,-42.282
1.24,110.826,0.000,0.291,0.3342,0.3590,0.000,8.974,-41.749
1.26,110.649,0.000,0.271,0.3305,0.3536,0.000,9.288,-41.220
1.28,110.476,0.000,0.252,0.3263,0.3479,0.000,9.607,-40.696
1.30,110.309,0.000,0.232,0.3218,0.3418,0.000,9.931,-40.175
1.32,110.147,0.000,0.213,0.3169,0.3352,0.000,10.259,-39.658
1.34,109.991,0.000,0.193,0.3115,0.3283,0.000,10.592,-39.146
1.36,109.843,0.000,0.174,0.3058,0.3209,0.000,10.930,-38.638
1.38,109.701,0.000,0.155,0.2997,0.3132,0.000,11.273,-38.134
1.40,109.567,0.000,0.136,0.2932,0.3051,0.000,11.620,-37.634
1.42,109.441,0.000,0.116,0.2863,0.2966,0.000,11.973,-37.138
1.44,109.323,0.000,0.097,0.2791,0.2877,0.000,12.329,-36.646
1.46,109.214,0.000,0.078,0.2714,0.2784,0.000,12.691,-36.159
1.48,109.115,0.000,0.059,0.2634,0.2687,0.000,13.057,-35.676
1.50,109.024,0.458,0.040,0.2627,0.2586,0.000,13.428,-35.197
1.52,108.941,0.955,0.021,0.2624,0.2482,0.000,13.804,-34.722
1.54,108.865,1.475,0.003,0.2620,0.2374,0.000,14.184,-34.252
1.56,108.797,2.016,-0.014,0.2617,0.2264,0.000,14.568,-33.786
1.58,108.738,2.578,-0.028,0.2614,0.2153,0.000,14.958,-33.324
1.60,108.689,3.158,-0.038,0.2611,0.2043,0.000,15.351,-32.866
1.62,108.648,3.752,-0.043,0.2609,0.1937,0.000,15.749,-32.412
1.64,108.616,4.355,-0.041,0.2609,0.1835,0.000,16.152,-31.963
1.66,108.593,4.961,-0.034,0.2609,0.1739,0.000,16.558,-31.517
1.68,108.578,5.563,-0.021,0.2611,0.1650,0.000,16.969,-31.075
1.70,108.569,6.155,-0.002,0.2614,0.1570,0.000,17.384,-30.637
1.72,108.567,6.728,0.022,0.2617,0.1498,0.000,17.802,-30.203
1.74,108.570,7.277,0.050,0.2622,0.1436,0.000,18.224,-29.772
1.76,108.577,7.797,0.083,0.2627,0.1383,0.000,18.650,-29.345
1.78,108.588,8.282,0.120,0.2633,0.1340,0.000,19.080,-28.921
1.80,108.601,8.727,0.159,0.2640,0.1308,0.000,19.513,-28.501
1.82,108.615,9.128,0.200,0.2647,0.1285,0.000,19.950,-28.085
1.84,108.630,9.484,0.243,0.2654,0.1271,0.000,20.390,-27.672
1.86,108.645,9.791,0.287,0.2662,0.1266,0.000,20.834,-27.262
1.88,108.659,10.048,0.331,0.2670,0.1271,0.000,21.281,-26.856
1.90,108.673,10.256,0.374,0.2677,0.1283,0.000,21.731,-26.454
1.92,108.685,10.413,0.416,0.2685,0.1302,0.000,22.185,-26.056
1.94,108.695,10.521,0.457,0.2692,0.1328,0.000,22.642,-25.661
1.96,108.703,10.581,0.495,0.2699,0.1360,0.000,23.102,-25.270
1.98,108.709,10.596,0.532,0.2706,0.1398,0.000,23.566,-24.882
2.00,108.711,10.567,0.565,0.2712,0.1439,0.000,24.033,-24.499
2.02,108.710,10.499,0.595,0.2717,0.1484,0.000,24.503,-24.120
2.04,108.707,10.393,0.623,0.2722,0.1532,0.000,24.977,-23.745
2.06,108.699,10.254,0.646,0.2727,0.1581,0.000,25.454,-23.374
2.08,108.688,10.086,0.667,0.2731,0.1632,0.000,25.934,-23.007
2.10,108.673,9.892,0.684,0.2734,0.1684,0.000,26.418,-22.645
2.12,108.654,9.677,0.698,0.2737,0.1735,0.000,26.904,-22.288
2.14,108.632,9.444,0.708,0.2740,0.1786,0.000,27.394,-21.935
2.16,108.606,9.196,0.716,0.2741,0.1836,0.000,27.887,-21.587
2.18,108.575,8.939,0.720,0.2742,0.1885,0.000,28.384,-21.243
2.20,108.542,8.674,0.721,0.2743,0.1932,0.000,28.883,-20.905
2.22,108.505,8.406,0.720,0.2743,0.1976,0.000,29.386,-20.571
2.24,108.464,8.138,0.717,0.2743,0.2018,0.000,29.892,-20.243
2.26,108.420,7.873,0.711,0.2742,0.2057,0.000,30.400,-19.920
2.28,108.373,7.613,0.704,0.2741,0.2093,0.000,30.912,-19.602
2.30,108.324,7.360,0.695,0.2740,0.2126,0.000,31.427,-19.290
2.32,108.272,7.117,0.685,0.2738,0.2156,0.000,31.944,-18.982
2.34,108.217,6.886,0.674,0.2737,0.2184,0.000,32.465,-18.681
2.36,108.161,6.666,0.662,0.2735,0.2209,0.000,32.988,-18.384
2.38,108.103,6.460,0.650,0.2733,0.2230,0.000,33.514,-18.094
2.40,108.044,6.267,0.637,0.2731,0.2249,0.000,34.042,-17.809
2.42,107.984,6.090,0.624,0.2728,0.2265,0.000,34.574,-17.529
2.44,107.923,5.928,0.610,0.2726,0.2277,0.000,35.107,-17.255
2.46,107.861,5.782,0.596,0.2724,0.2287,0.000,35.644,-16.987
2.48,107.799,5.652,0.581,0.2721,0.2293,0.000,36.182,-16.724
2.50,107.736,5.539,0.567,0.2718,0.2297,0.000,36.723,-16.467
2.52,107.674,5.443,0.552,0.2716,0.2298,0.000,37.267,-16.216
2.54,107.611,5.363,0.537,0.2713,0.2295,0.000,37.812,-15.971
2.56,107.549,5.301,0.523,0.2711,0.2290,0.000,38.360,-15.732
2.58,107.488,5.256,0.509,0.2708,0.2282,0.000,38.910,-15.498
2.60,107.427,5.228,0.494,0.2705,0.2272,0.000,39.462,-15.270
2.62,107.367,5.217,0.480,0.2703,0.2259,0.000,40.016,-15.048
2.64,107.308,5.223,0.467,0.2700,0.2243,0.000,40.572,-14.832
2.66,107.251,5.244,0.454,0.2698,0.2225,0.000,41.129,-14.622
2.68,107.195,5.281,0.441,0.2695,0.2205,0.000,41.689,-14.418
2.70,107.141,5.333,0.429,0.2693,0.2184,0.000,42.250,-14.219
2.72,107.088,5.400,0.417,0.2691,0.2160,0.000,42.814,-14.027
2.74,107.037,5.481,0.407,0.2689,0.2135,0.000,43.378,-13.840
2.76,106.989,5.575,0.397,0.2687,0.2108,0.000,43.945,-13.659
2.78,106.942,5.681,0.388,0.2685,0.2080,0.000,44.513,-13.484
2.80,106.897,5.798,0.380,0.2683,0.2052,0.000,45.082,-13.315
2.82,106.855,5.926,0.374,0.2682,0.2023,0.000,45.653,-13.152
2.84,106.815,6.061,0.369,0.2681,0.1995,0.000,46.226,-12.995
2.86,106.777,6.204,0.366,0.2680,0.1968,0.000,46.799,-12.843
2.88,106.742,6.351,0.364,0.2679,0.1941,0.000,47.374,-12.697
2.90,106.709,6.502,0.364,0.2679,0.1915,0.000,47.951,-12.557
2.92,106.678,6.653,0.365,0.2679,0.1891,0.000,48.528,-12.423
2.94,106.648,6.805,0.367,0.2679,0.1868,0.000,49.107,-12.294
2.96,106.621,6.955,0.371,0.2679,0.1847,0.000,49.686,-12.172
2.98,106.596,7.101,0.376,0.2680,0.1827,0.000,50.267,-12.054
3.00,106.572,7.243,0.383,0.2681,0.1810,0.000,50.849,-11.943
3.02,106.549,7.378,0.390,0.2682,0.1795,0.000,51.431,-11.837
3.04,106.527,7.505,0.398,0.2683,0.1782,0.000,52.015,-11.737
3.06,106.507,7.625,0.407,0.2685,0.1772,0.000,52.599,-11.642
